stock_id,date,deal_change,follow_change,tweet_change
SZ300146,2018-07-22,0.0,0.0,0.0
SH600674,2018-07-22,0.0,0.0,0.0
SH600177,2018-07-22,0.0,0.0,0.0
SZ002019,2018-07-22,0.0,0.0,0.0
SZ300070,2018-07-22,0.0,0.0,0.0
SZ002142,2018-07-22,0.0,0.0,0.0
SH600332,2018-07-22,0.0,0.0,0.0
SH600900,2018-07-22,0.0,0.0,0.0
SH601633,2018-07-22,0.0,0.0,0.0
SZ002294,2018-07-22,0.0,0.0,0.0
SH601998,2018-07-22,0.0,0.0,0.0
SZ300355,2018-07-22,0.0,0.0,0.0
SH601127,2018-07-22,0.0,,
SH600392,2018-07-22,0.0,0.0,0.0
SH600362,2018-07-22,0.0,0.0,0.0
SZ300015,2018-07-22,0.0,0.0,0.0
SZ002008,2018-07-22,0.0,0.0,0.0
SZ002405,2018-07-22,0.0,0.0,0.0
SZ000963,2018-07-22,0.0,0.0,0.0
SZ000839,2018-07-22,0.0,0.0,0.0
SZ000848,2018-07-22,0.0,0.0,0.0
SZ000488,2018-07-22,0.0,0.0,0.0
SH601328,2018-07-22,0.0,0.0,0.0
SH603799,2018-07-22,0.0,0.0,0.0
SH600291,2018-07-22,0.0,0.0,0.0
SH600029,2018-07-22,0.0,0.0,0.0
SH600518,2018-07-22,0.0,0.0,0.0
SH601006,2018-07-22,0.0,0.0,0.0
SH601607,2018-07-22,0.0,0.0,0.0
SH600460,2018-07-22,0.0,0.0,0.0
SZ002353,2018-07-22,0.0,0.0,0.0
SH600352,2018-07-22,0.0,0.0,0.0
SZ300136,2018-07-22,0.0,0.0,0.0
SH600111,2018-07-22,0.0,0.0,0.0
SH600606,2018-07-22,0.0,0.0,0.0
SH600298,2018-07-22,0.0,0.0,0.0
SH601600,2018-07-22,0.0,0.0,0.0
SZ002235,2018-07-22,0.0,0.0,0.0
SH601881,2018-07-22,0.0,,
SH600019,2018-07-22,0.0,0.0,0.0
SH600066,2018-07-22,0.0,0.0,0.0
SZ000709,2018-07-22,0.0,0.0,0.0
SZ002081,2018-07-22,0.0,0.0,0.0
SZ002839,2018-07-22,0.0,,0.0
SZ002340,2018-07-22,0.0,0.0,0.0
SZ300144,2018-07-22,0.0,0.0,0.0
SH600436,2018-07-22,0.0,0.0,0.0
SH600741,2018-07-22,0.0,0.0,0.0
SH600068,2018-07-22,0.0,0.0,0.0
SZ002236,2018-07-22,0.0,0.0,0.0
SH603180,2018-07-22,0.0,,0.0
SZ300027,2018-07-22,0.0,0.0,0.0
SZ000830,2018-07-22,0.0,0.0,0.0
SZ002258,2018-07-22,0.0,,
SZ001979,2018-07-22,0.0,0.0,0.0
SH600587,2018-07-22,0.0,0.0,0.0
SH600270,2018-07-22,0.0,0.0,
SZ300383,2018-07-22,0.0,0.0,0.0
SH600763,2018-07-22,0.0,0.0,0.0
SH601012,2018-07-22,0.0,0.0,0.0
SZ300033,2018-07-22,0.0,0.0,0.0
SZ300496,2018-07-22,0.0,0.0,0.0
SH603019,2018-07-22,0.0,0.0,0.0
SH600031,2018-07-22,0.0,0.0,0.0
SH600380,2018-07-22,0.0,0.0,0.0
SZ002352,2018-07-22,0.0,0.0,0.0
SZ300418,2018-07-22,0.0,0.0,0.0
SZ002573,2018-07-22,0.0,0.0,0.0
SZ000826,2018-07-22,0.0,0.0,0.0
SH601138,2018-07-22,0.0,0.0,0.0
SZ002241,2018-07-22,0.0,0.0,0.0
SZ002223,2018-07-22,0.0,0.0,0.0
SZ300251,2018-07-22,0.0,0.0,0.0
SZ300676,2018-07-22,0.0,0.0,0.0
SH600597,2018-07-22,0.0,0.0,0.0
SZ002285,2018-07-22,0.0,0.0,0.0
SZ002016,2018-07-22,0.0,,0.0
SH600079,2018-07-22,0.0,0.0,0.0
SH600903,2018-07-22,0.0,0.0,0.0
SH600115,2018-07-22,0.0,0.0,0.0
SH600109,2018-07-22,0.0,0.0,0.0
SZ000860,2018-07-22,0.0,0.0,0.0
SZ000807,2018-07-22,0.0,0.0,0.0
SH600884,2018-07-22,0.0,0.0,0.0
SZ002304,2018-07-22,0.0,0.0,0.0
SH600398,2018-07-22,0.0,0.0,0.0
SH601636,2018-07-22,0.0,,0.0
SH600089,2018-07-22,0.0,0.0,0.0
SZ300377,2018-07-22,0.0,0.0,0.0
SH600600,2018-07-22,0.0,0.0,0.0
SH600422,2018-07-22,0.0,0.0,0.0
SZ000961,2018-07-22,0.0,0.0,0.0
SZ300208,2018-07-22,0.0,0.0,
SZ002195,2018-07-22,0.0,0.0,0.0
SZ000933,2018-07-22,0.0,0.0,0.0
SZ000728,2018-07-22,0.0,0.0,
SZ000768,2018-07-22,0.0,0.0,0.0
SH600161,2018-07-22,0.0,0.0,0.0
SH600588,2018-07-22,0.0,0.0,0.0
SZ002589,2018-07-22,0.0,,0.0
SZ300498,2018-07-22,0.0,0.0,0.0
SZ000776,2018-07-22,0.0,0.0,
SZ300216,2018-07-22,0.0,0.0,0.0
SH600993,2018-07-22,0.0,0.0,0.0
SH600183,2018-07-22,0.0,0.0,0.0
SZ000413,2018-07-22,0.0,0.0,0.0
SZ300452,2018-07-22,0.0,,
SZ000868,2018-07-22,0.0,0.0,0.0
SZ000069,2018-07-22,0.0,0.0,0.0
SZ000050,2018-07-22,0.0,0.0,0.0
SZ000732,2018-07-22,0.0,0.0,0.0
SZ300053,2018-07-22,0.0,0.0,
SH600188,2018-07-22,0.0,0.0,0.0
SZ000799,2018-07-22,0.0,0.0,0.0
SZ000710,2018-07-22,0.0,0.0,0.0
SH600522,2018-07-22,0.0,0.0,0.0
SZ300078,2018-07-22,0.0,0.0,0.0
SZ002302,2018-07-22,0.0,0.0,0.0
SZ000568,2018-07-22,0.0,0.0,0.0
SH601628,2018-07-22,0.0,0.0,0.0
SH600699,2018-07-22,0.0,0.0,0.0
SZ002242,2018-07-22,0.0,0.0,0.0
SZ000917,2018-07-22,0.0,0.0,0.0
SH601919,2018-07-22,0.0,0.0,0.0
SZ300618,2018-07-22,0.0,0.0,0.0
SH600874,2018-07-22,0.0,0.0,0.0
SH601111,2018-07-22,0.0,0.0,0.0
SH600267,2018-07-22,0.0,0.0,0.0
SH603369,2018-07-22,0.0,0.0,0.0
SZ000831,2018-07-22,0.0,0.0,0.0
SZ000932,2018-07-22,0.0,0.0,0.0
SH600085,2018-07-22,0.0,0.0,0.0
SH601818,2018-07-22,0.0,0.0,0.0
SH600062,2018-07-22,0.0,0.0,0.0
SZ300433,2018-07-22,0.0,0.0,0.0
SZ300624,2018-07-22,0.0,,0.0
SZ000039,2018-07-22,0.0,0.0,0.0
SZ002372,2018-07-22,0.0,0.0,0.0
SH600315,2018-07-22,0.0,0.0,0.0
SZ000636,2018-07-22,0.0,0.0,0.0
SZ000717,2018-07-22,0.0,0.0,0.0
SH600230,2018-07-22,0.0,0.0,0.0
SH600967,2018-07-22,0.0,,
SH600919,2018-07-22,0.0,0.0,
SH601186,2018-07-22,0.0,0.0,0.0
SH601225,2018-07-22,0.0,0.0,0.0
SZ300124,2018-07-22,0.0,0.0,0.0
SZ000856,2018-07-22,0.0,0.0,0.0
SH600704,2018-07-22,0.0,0.0,0.0
SZ300666,2018-07-22,0.0,0.0,0.0
SZ002110,2018-07-22,0.0,0.0,0.0
SZ000735,2018-07-22,0.0,0.0,0.0
SH600271,2018-07-22,0.0,0.0,0.0
SZ002271,2018-07-22,0.0,0.0,0.0
SZ000996,2018-07-22,0.0,,0.0
SH601375,2018-07-22,0.0,,
SZ002215,2018-07-22,0.0,0.0,
SH600547,2018-07-22,0.0,0.0,0.0
SH600755,2018-07-22,0.0,0.0,0.0
SH601992,2018-07-22,0.0,0.0,0.0
SH601878,2018-07-22,0.0,,0.0
SH600256,2018-07-22,0.0,0.0,0.0
SH603288,2018-07-22,0.0,0.0,0.0
SZ000977,2018-07-22,0.0,0.0,0.0
SZ002056,2018-07-22,0.0,0.0,0.0
SH603527,2018-07-22,0.0,,
SH600535,2018-07-22,0.0,0.0,0.0
SH600507,2018-07-22,0.0,0.0,0.0
SZ000513,2018-07-22,0.0,0.0,0.0
SH600584,2018-07-22,0.0,0.0,0.0
SH600566,2018-07-22,0.0,0.0,0.0
SH600348,2018-07-22,0.0,,0.0
SZ000425,2018-07-22,0.0,0.0,0.0
SZ300003,2018-07-22,0.0,0.0,0.0
SZ002001,2018-07-22,0.0,0.0,0.0
SH601211,2018-07-22,0.0,0.0,
SZ300595,2018-07-22,0.0,,0.0
SZ002202,2018-07-22,0.0,0.0,0.0
SH600876,2018-07-22,0.0,0.0,0.0
SZ002038,2018-07-22,0.0,0.0,0.0
SH600760,2018-07-22,0.0,0.0,0.0
SZ000581,2018-07-22,0.0,0.0,0.0
SH601788,2018-07-22,0.0,0.0,0.0
SZ002407,2018-07-22,0.0,0.0,0.0
SZ300107,2018-07-22,0.0,,0.0
SZ000166,2018-07-22,0.0,0.0,
SZ002673,2018-07-22,0.0,0.0,
SZ000672,2018-07-22,0.0,,0.0
SZ002182,2018-07-22,0.0,0.0,0.0
SZ002158,2018-07-22,0.0,,0.0
SH600651,2018-07-22,0.0,,
SZ002307,2018-07-22,0.0,0.0,0.0
SH603858,2018-07-22,0.0,,0.0
SH600567,2018-07-22,0.0,0.0,0.0
SH601238,2018-07-22,0.0,0.0,0.0
SH600383,2018-07-22,0.0,0.0,0.0
SZ002510,2018-07-22,0.0,,0.0
SH600873,2018-07-22,0.0,0.0,0.0
SZ300431,2018-07-22,0.0,0.0,0.0
SH600123,2018-07-22,0.0,0.0,
SH601002,2018-07-22,0.0,0.0,
SH600875,2018-07-22,0.0,0.0,0.0
SH601888,2018-07-22,0.0,0.0,0.0
SZ002148,2018-07-22,0.0,,
SH600153,2018-07-22,0.0,0.0,0.0
SH600497,2018-07-22,0.0,0.0,0.0
SH600581,2018-07-22,0.0,0.0,0.0
SH601212,2018-07-22,0.0,,0.0
SH601233,2018-07-22,0.0,,0.0
SH600498,2018-07-22,0.0,0.0,0.0
SZ000878,2018-07-22,0.0,0.0,0.0
SH600125,2018-07-22,0.0,0.0,0.0
SH601857,2018-07-22,0.0,0.0,0.0
SH600837,2018-07-22,0.0,0.0,0.0
SZ000537,2018-07-22,0.0,0.0,0.0
SZ000429,2018-07-22,0.0,,0.0
SZ000876,2018-07-22,0.0,0.0,0.0
SZ002457,2018-07-22,0.0,0.0,0.0
SZ002714,2018-07-22,0.0,0.0,0.0
SZ000100,2018-07-22,0.0,0.0,0.0
SZ300055,2018-07-22,0.0,0.0,
SZ002422,2018-07-22,0.0,0.0,0.0
SZ300156,2018-07-22,0.0,0.0,0.0
SZ000997,2018-07-22,0.0,0.0,0.0
SH600055,2018-07-22,0.0,0.0,0.0
SZ300024,2018-07-22,0.0,0.0,
SZ002807,2018-07-22,0.0,,0.0
SZ000600,2018-07-22,0.0,,0.0
SH601003,2018-07-22,0.0,0.0,0.0
SH600060,2018-07-22,0.0,0.0,0.0
SH603260,2018-07-22,0.0,,0.0
SZ002146,2018-07-22,0.0,0.0,0.0
SZ002108,2018-07-22,0.0,0.0,0.0
SZ002916,2018-07-22,0.0,,0.0
SH601011,2018-07-22,0.0,0.0,0.0
SZ300014,2018-07-22,0.0,0.0,0.0
SH600025,2018-07-22,0.0,,0.0
SH601116,2018-07-22,0.0,0.0,0.0
SZ000852,2018-07-22,0.0,0.0,0.0
SZ300021,2018-07-22,0.0,,
SH601989,2018-07-22,0.0,0.0,0.0
SZ300316,2018-07-22,0.0,0.0,0.0
SZ300088,2018-07-22,0.0,0.0,0.0
SH600536,2018-07-22,0.0,0.0,0.0
SZ000540,2018-07-22,0.0,0.0,
SZ000623,2018-07-22,0.0,0.0,0.0
SZ002431,2018-07-22,0.0,0.0,0.0
SH601228,2018-07-22,0.0,,0.0
SH600971,2018-07-22,0.0,,0.0
SH600569,2018-07-22,0.0,0.0,0.0
SZ000418,2018-07-22,0.0,0.0,0.0
SH600326,2018-07-22,0.0,0.0,0.0
SZ000519,2018-07-22,0.0,0.0,
SH601800,2018-07-22,0.0,0.0,0.0
SH600201,2018-07-22,0.0,,0.0
SZ002497,2018-07-22,0.0,0.0,0.0
SZ300012,2018-07-22,0.0,0.0,
SH600023,2018-07-22,0.0,0.0,0.0
SZ300244,2018-07-22,0.0,0.0,0.0
SH601997,2018-07-22,0.0,0.0,0.0
SH600206,2018-07-22,0.0,0.0,
SZ000729,2018-07-22,0.0,0.0,0.0
SZ000959,2018-07-22,0.0,0.0,0.0
SZ000778,2018-07-22,0.0,0.0,0.0
SH600219,2018-07-22,0.0,0.0,0.0
SH600388,2018-07-22,0.0,0.0,
SH600782,2018-07-22,0.0,0.0,0.0
SZ002821,2018-07-22,0.0,0.0,0.0
SZ002371,2018-07-22,0.0,0.0,0.0
SH600160,2018-07-22,0.0,0.0,0.0
SZ300369,2018-07-22,0.0,0.0,0.0
SH600501,2018-07-22,0.0,,
SZ000877,2018-07-22,0.0,0.0,0.0
SZ300699,2018-07-22,0.0,0.0,0.0
SH600015,2018-07-22,0.0,0.0,0.0
SH601699,2018-07-22,0.0,0.0,0.0
SZ002600,2018-07-22,0.0,0.0,0.0
SZ000789,2018-07-22,0.0,,0.0
SH600008,2018-07-22,0.0,0.0,0.0
SZ300073,2018-07-22,0.0,0.0,0.0
SH600110,2018-07-22,0.0,,0.0
SZ300484,2018-07-22,0.0,0.0,0.0
SH603027,2018-07-22,0.0,,0.0
SH600172,2018-07-22,0.0,0.0,0.0
SZ000999,2018-07-22,0.0,0.0,0.0
SZ002770,2018-07-22,0.0,0.0,
SZ300236,2018-07-22,0.0,0.0,0.0
SZ002354,2018-07-22,0.0,,0.0
SH600221,2018-07-22,0.0,0.0,
SZ300612,2018-07-22,0.0,,0.0
SH600486,2018-07-22,0.0,0.0,0.0
SH603559,2018-07-22,0.0,,0.0
SZ000525,2018-07-22,0.0,,
SZ002273,2018-07-22,0.0,0.0,0.0
SZ002032,2018-07-22,0.0,0.0,0.0
SH603881,2018-07-22,0.0,,0.0
SZ002677,2018-07-22,0.0,0.0,0.0
SZ002635,2018-07-22,0.0,0.0,0.0
SH600312,2018-07-22,0.0,0.0,0.0
SZ000401,2018-07-22,0.0,0.0,0.0
SZ002376,2018-07-22,0.0,0.0,0.0
SZ300232,2018-07-22,0.0,0.0,0.0
SZ300137,2018-07-22,0.0,0.0,0.0
SH601678,2018-07-22,0.0,,
SZ300253,2018-07-22,0.0,0.0,0.0
SZ002050,2018-07-22,0.0,0.0,0.0
SZ000043,2018-07-22,0.0,0.0,
SZ002074,2018-07-22,0.0,0.0,0.0
SZ002249,2018-07-22,0.0,0.0,0.0
SZ002858,2018-07-22,0.0,,
SZ002284,2018-07-22,0.0,0.0,
SZ300371,2018-07-22,0.0,,
SZ300168,2018-07-22,0.0,0.0,0.0
SZ002281,2018-07-22,0.0,0.0,0.0
SH600521,2018-07-22,0.0,0.0,0.0
SH601727,2018-07-22,0.0,0.0,0.0
SZ002246,2018-07-22,0.0,,0.0
SZ002153,2018-07-22,0.0,0.0,0.0
SZ002233,2018-07-22,0.0,,0.0
SH600138,2018-07-22,0.0,0.0,0.0
SZ300304,2018-07-22,0.0,,0.0
SZ002792,2018-07-22,0.0,,
SZ300083,2018-07-22,0.0,0.0,0.0
SH600171,2018-07-22,0.0,0.0,
SZ000869,2018-07-22,0.0,0.0,0.0
SH603648,2018-07-22,0.0,,0.0
SH600999,2018-07-22,0.0,0.0,
SZ300223,2018-07-22,0.0,0.0,0.0
SZ002739,2018-07-22,0.0,0.0,0.0
SZ000507,2018-07-22,0.0,0.0,0.0
SZ002410,2018-07-22,0.0,0.0,0.0
SZ000898,2018-07-22,0.0,0.0,0.0
SZ000987,2018-07-22,0.0,0.0,
SZ002156,2018-07-22,0.0,0.0,0.0
SZ002152,2018-07-22,0.0,0.0,
SZ002841,2018-07-22,0.0,,0.0
SH600141,2018-07-22,0.0,,0.0
SH600594,2018-07-22,0.0,0.0,
SH600881,2018-07-22,0.0,0.0,0.0
SZ000036,2018-07-22,0.0,,
SZ000825,2018-07-22,0.0,0.0,0.0
SH600489,2018-07-22,0.0,0.0,0.0
SZ000923,2018-07-22,0.0,0.0,0.0
SH600018,2018-07-22,0.0,0.0,0.0
SZ002507,2018-07-22,0.0,0.0,0.0
SH600720,2018-07-22,0.0,0.0,0.0
SZ300273,2018-07-22,0.0,0.0,
SH600216,2018-07-22,0.0,0.0,0.0
SH601021,2018-07-22,0.0,0.0,0.0
SZ000970,2018-07-22,0.0,0.0,0.0
SH600325,2018-07-22,0.0,0.0,0.0
SZ002680,2018-07-22,0.0,,0.0
SH600740,2018-07-22,0.0,0.0,0.0
SZ002044,2018-07-22,0.0,0.0,0.0
SZ300367,2018-07-22,0.0,0.0,
SZ002555,2018-07-22,0.0,0.0,0.0
SZ002408,2018-07-22,0.0,,0.0
SZ002847,2018-07-22,0.0,,0.0
SZ002350,2018-07-22,0.0,,0.0
SZ300347,2018-07-22,0.0,0.0,0.0
SH601216,2018-07-22,0.0,0.0,0.0
SZ002737,2018-07-22,0.0,,
SZ300058,2018-07-22,0.0,0.0,0.0
SH603986,2018-07-22,0.0,0.0,0.0
SH600645,2018-07-22,0.0,0.0,0.0
SZ300047,2018-07-22,0.0,0.0,
SZ002351,2018-07-22,0.0,,
SZ002636,2018-07-22,0.0,,0.0
SH601069,2018-07-22,0.0,0.0,0.0
SH603458,2018-07-22,0.0,,
SZ002500,2018-07-22,0.0,0.0,
SZ000060,2018-07-22,0.0,0.0,0.0
SZ300450,2018-07-22,0.0,0.0,0.0
SH600409,2018-07-22,0.0,0.0,0.0
SH601599,2018-07-22,0.0,,
SZ300315,2018-07-22,0.0,0.0,0.0
SZ002440,2018-07-22,0.0,0.0,0.0
SZ002925,2018-07-22,0.0,,0.0
SZ000066,2018-07-22,0.0,0.0,0.0
SZ300113,2018-07-22,0.0,0.0,0.0
SZ300133,2018-07-22,0.0,0.0,0.0
SZ300344,2018-07-22,0.0,,0.0
SZ002043,2018-07-22,0.0,0.0,0.0
SZ002907,2018-07-22,0.0,,0.0
SZ000960,2018-07-22,0.0,0.0,0.0
SZ000998,2018-07-22,0.0,0.0,
SH600803,2018-07-22,0.0,,0.0
SH603969,2018-07-22,0.0,,0.0
SH600209,2018-07-22,0.0,,0.0
SZ002078,2018-07-22,0.0,0.0,0.0
SH600977,2018-07-22,0.0,,0.0
SZ002194,2018-07-22,0.0,,0.0
SZ300601,2018-07-22,0.0,,
SH600373,2018-07-22,0.0,0.0,0.0
SZ000955,2018-07-22,0.0,,
SZ002262,2018-07-22,0.0,0.0,
SH600282,2018-07-22,0.0,0.0,0.0
SZ000635,2018-07-22,0.0,,0.0
SH600418,2018-07-22,0.0,0.0,0.0
SH600295,2018-07-22,0.0,,0.0
SZ002475,2018-07-22,0.0,0.0,0.0
SZ300115,2018-07-22,0.0,0.0,0.0
SZ300182,2018-07-22,0.0,0.0,0.0
SZ002542,2018-07-22,0.0,,0.0
SH603868,2018-07-22,0.0,,0.0
SZ300415,2018-07-22,0.0,,0.0
SH603160,2018-07-22,0.0,0.0,0.0
SZ002424,2018-07-22,0.0,0.0,0.0
SZ300009,2018-07-22,0.0,0.0,0.0
SZ000402,2018-07-22,0.0,0.0,0.0
SH600377,2018-07-22,0.0,0.0,0.0
SH603966,2018-07-22,0.0,,
SH603306,2018-07-22,0.0,,0.0
SZ002264,2018-07-22,0.0,0.0,0.0
SZ002308,2018-07-22,0.0,0.0,
SZ002716,2018-07-22,0.0,0.0,
SZ000681,2018-07-22,0.0,0.0,0.0
SZ300098,2018-07-22,0.0,0.0,0.0
SH600988,2018-07-22,0.0,0.0,
SH600800,2018-07-22,0.0,,
SH600801,2018-07-22,0.0,0.0,0.0
SH600009,2018-07-22,0.0,0.0,0.0
SH600661,2018-07-22,0.0,,
SH600793,2018-07-22,0.0,,
SH600958,2018-07-22,0.0,0.0,
SZ002517,2018-07-22,0.0,0.0,
SZ002092,2018-07-22,0.0,0.0,0.0
SH600843,2018-07-22,0.0,,
SH600809,2018-07-22,0.0,0.0,0.0
SZ002601,2018-07-22,0.0,0.0,0.0
SZ300326,2018-07-22,0.0,,
SH600664,2018-07-22,0.0,0.0,0.0
SH601618,2018-07-22,0.0,0.0,
SZ300589,2018-07-22,0.0,,
SZ002222,2018-07-22,0.0,0.0,0.0
SZ300274,2018-07-22,0.0,0.0,0.0
SZ300222,2018-07-22,0.0,0.0,0.0
SZ300207,2018-07-22,0.0,0.0,
SH600100,2018-07-22,0.0,0.0,0.0
SZ002873,2018-07-22,0.0,,
SZ002128,2018-07-22,0.0,,0.0
SH600698,2018-07-22,0.0,,0.0
SZ002234,2018-07-22,0.0,0.0,
SH600166,2018-07-22,0.0,0.0,0.0
SH601008,2018-07-22,0.0,0.0,0.0
SZ300212,2018-07-22,0.0,0.0,0.0
SH600208,2018-07-22,0.0,0.0,
SZ002020,2018-07-22,0.0,0.0,0.0
SZ000800,2018-07-22,0.0,0.0,0.0
SH601369,2018-07-22,0.0,0.0,
SH600022,2018-07-22,0.0,0.0,
SH600108,2018-07-22,0.0,0.0,0.0
SZ000157,2018-07-22,0.0,0.0,0.0
SZ300616,2018-07-22,0.0,,0.0
SZ000823,2018-07-22,0.0,,
SH600549,2018-07-22,0.0,0.0,0.0
SZ002675,2018-07-22,0.0,,0.0
SH603603,2018-07-22,0.0,,0.0
SH603833,2018-07-22,0.0,,0.0
SZ002176,2018-07-22,0.0,0.0,0.0
SH600694,2018-07-22,0.0,0.0,
SZ002293,2018-07-22,0.0,0.0,0.0
SH601108,2018-07-22,0.0,,0.0
SH603505,2018-07-22,0.0,,0.0
SZ002184,2018-07-22,0.0,,0.0
SH600970,2018-07-22,0.0,0.0,0.0
SH600596,2018-07-22,0.0,0.0,0.0
SZ002174,2018-07-22,0.0,0.0,0.0
SZ300327,2018-07-22,0.0,0.0,0.0
SZ300474,2018-07-22,0.0,0.0,0.0
SH603188,2018-07-22,0.0,,
SZ000615,2018-07-22,0.0,,0.0
SH600909,2018-07-22,0.0,,
SZ000670,2018-07-22,0.0,0.0,0.0
SZ300487,2018-07-22,0.0,0.0,0.0
SH600026,2018-07-22,0.0,0.0,0.0
SZ000011,2018-07-22,0.0,,
SZ000501,2018-07-22,0.0,0.0,0.0
SH600477,2018-07-22,0.0,0.0,0.0
SH600895,2018-07-22,0.0,0.0,
SZ002624,2018-07-22,0.0,0.0,0.0
SZ002439,2018-07-22,0.0,0.0,0.0
SH601326,2018-07-22,0.0,,
SH600170,2018-07-22,0.0,0.0,
SZ002795,2018-07-22,0.0,0.0,0.0
SH600252,2018-07-22,0.0,0.0,0.0
SH600426,2018-07-22,0.0,,0.0
SH600789,2018-07-22,0.0,0.0,0.0
SH600038,2018-07-22,0.0,0.0,
SH601231,2018-07-22,0.0,,
SZ002665,2018-07-22,0.0,0.0,
SH603816,2018-07-22,0.0,,0.0
SZ002139,2018-07-22,0.0,0.0,0.0
SZ000059,2018-07-22,0.0,,
SH603444,2018-07-22,0.0,,0.0
SH600056,2018-07-22,0.0,0.0,0.0
SZ000930,2018-07-22,0.0,0.0,0.0
SH600797,2018-07-22,0.0,0.0,0.0
SZ002183,2018-07-22,0.0,0.0,0.0
SZ002068,2018-07-22,0.0,,0.0
SH600827,2018-07-22,0.0,0.0,0.0
SZ000686,2018-07-22,0.0,,
SZ002643,2018-07-22,0.0,0.0,0.0
SZ300267,2018-07-22,0.0,,0.0
SH601222,2018-07-22,0.0,,0.0
SH603658,2018-07-22,0.0,,
SZ002572,2018-07-22,0.0,0.0,0.0
SH600495,2018-07-22,0.0,0.0,
SH600598,2018-07-22,0.0,0.0,0.0
SZ002836,2018-07-22,0.0,,0.0
SZ000936,2018-07-22,0.0,,
SH600480,2018-07-22,0.0,0.0,
SZ300633,2018-07-22,0.0,,0.0
